1,42.220718,-83.377081,100
2,44.776619,-122.18447,100
3,33.662691,-95.23848,100
4,41.92751,-83.404848,100
5,46.834877,-95.800606,100
6,33.265516,-82.985948,100
7,29.997835,-94.574615,100
8,37.85026,-92.085693,100
9,48.113162,-98.861588,100
10,44.617067,-104.793638,100
11,29.152078,-98.908994,100
12,34.195589,-98.576991,100
13,40.045181,-75.422691,100
14,36.185426,-84.215968,100
15,40.379234,-98.177199,100
16,34.536753,-112.256665,100
17,40.313055,-88.276966,100
18,36.80125,-95.93454,100
19,38.714715,-75.107346,100
20,30.289295,-93.77305,100
21,41.697226,-112.094717,100
22,40.184759,-88.763672,100
23,36.8738,-83.73156,100
24,42.842784,-84.579654,100
25,37.053522,-77.642558,100
26,42.239413,-79.419303,100
27,34.172052,-82.940894,100
28,32.435639,-83.052771,100
29,41.519806,-94.2145,100
30,37.164087,-96.691702,100
31,36.70313,-88.180695,100
32,45.020347,-69.279654,100
33,42.35832,-83.900028,100
34,43.715962,-92.726764,100
35,36.788458,-89.963933,100
36,33.191006,-104.383285,100
37,44.006923,-76.06499,100
38,39.056325,-82.231186,100
39,43.921691,-122.842351,100
40,37.860000,-92.0900000,500
